"統計名：","人口推計 各月1日現在人口 概算値"
"表番号：","001"
"表題：","[概算値] 年齢（５歳階級），男女，月別人口－総人口（各月１日現在）-令和２年国勢調査基準-"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","該当数値がないもの"
"-","該当数値がないもの　"

"","","","","","","","","","","","","","","","","","","/男女別 コード","000","001","002"
"","","","","","","","","","","","","","","","","","","/男女別 補助コード","-","-","-"
"表章項目 コード","表章項目 補助コード","表章項目","人口 コード","人口 補助コード","人口","概算値 コード","概算値 補助コード","概算値","全国 コード","全国 補助コード","全国","時間軸（年月日現在） コード","時間軸（年月日現在） 補助コード","時間軸（年月日現在）","年齢5歳階級 コード","年齢5歳階級 補助コード","年齢5歳階級","/男女別","男女計","男","女"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01005","","20～24歳","","618","318","300"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01006","","25～29歳","","647","332","314"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01007","","30～34歳","","634","325","308"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01008","","35～39歳","","699","357","343"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01009","","40～44歳","","771","391","380"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01010","","45～49歳","","899","456","443"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01011","","50～54歳","","969","489","480"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01012","","55～59歳","","836","418","417"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01013","","60～64歳","","749","371","378"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01014","","65～69歳","","731","356","375"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01015","","70～74歳","","859","405","454"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01016","","75～79歳","","760","343","417"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01017","","80～84歳","","598","249","349"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01018","","85～89歳","","396","144","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01019","","90～94歳","","206","59","147"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01020","","95～99歳","","61","13","49"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","02000","","（再掲）15歳未満","","1,406","720","686"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01023","","（再掲）15～64歳","","7,373","3,740","3,632"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01024","","（再掲）65歳以上","","3,620","1,570","2,050"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01026","","（再掲）うち75歳以上","","2,030","809","1,221"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000202","","2024年2月","01027","","（再掲）うち85歳以上","","672","217","455"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01000","","総数","","12,397","6,031","6,366"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01001","","0～4歳","","403","206","196"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01002","","5～9歳","","479","245","234"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01003","","10～14歳","","522","267","255"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01004","","15～19歳","","549","281","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01005","","20～24歳","","620","319","300"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01006","","25～29歳","","648","333","315"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01007","","30～34歳","","635","326","309"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01008","","35～39歳","","698","356","342"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01009","","40～44歳","","770","391","379"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01010","","45～49歳","","896","454","442"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01011","","50～54歳","","970","490","480"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01012","","55～59歳","","837","419","418"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01013","","60～64歳","","749","371","378"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01014","","65～69歳","","730","355","374"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01015","","70～74歳","","854","403","451"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01016","","75～79歳","","763","344","418"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01017","","80～84歳","","602","251","351"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01018","","85～89歳","","396","145","252"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01019","","90～94歳","","207","59","147"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01020","","95～99歳","","62","13","49"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","02000","","（再掲）15歳未満","","1,403","719","684"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01023","","（再掲）15～64歳","","7,371","3,741","3,630"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01024","","（再掲）65歳以上","","3,623","1,571","2,051"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01026","","（再掲）うち75歳以上","","2,039","813","1,226"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000303","","2024年3月","01027","","（再掲）うち85歳以上","","674","218","456"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01000","","総数","","12,400","6,033","6,368"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01001","","0～4歳","","402","206","196"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01002","","5～9歳","","478","245","233"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01003","","10～14歳","","521","267","254"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01004","","15～19歳","","548","281","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01005","","20～24歳","","623","321","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01006","","25～29歳","","650","335","316"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01007","","30～34歳","","636","326","309"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01008","","35～39歳","","697","355","341"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01009","","40～44歳","","769","390","379"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01010","","45～49歳","","893","453","440"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01011","","50～54歳","","970","490","481"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01012","","55～59歳","","838","420","419"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01013","","60～64歳","","749","371","378"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01014","","65～69歳","","729","355","374"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01015","","70～74歳","","849","401","448"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01016","","75～79歳","","766","346","420"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01017","","80～84歳","","605","252","352"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01018","","85～89歳","","396","145","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01019","","90～94歳","","208","60","148"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01020","","95～99歳","","63","13","50"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","02000","","（再掲）15歳未満","","1,401","718","683"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01023","","（再掲）15～64歳","","7,374","3,742","3,632"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01024","","（再掲）65歳以上","","3,625","1,573","2,053"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01026","","（再掲）うち75歳以上","","2,047","817","1,230"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000404","","2024年4月","01027","","（再掲）うち85歳以上","","677","219","458"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01000","","総数","","12,393","6,029","6,364"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01001","","0～4歳","","401","205","196"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01002","","5～9歳","","477","244","233"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01003","","10～14歳","","520","267","254"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01004","","15～19歳","","548","281","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01005","","20～24歳","","624","322","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01006","","25～29歳","","649","334","315"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01007","","30～34歳","","635","326","309"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01008","","35～39歳","","695","354","340"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01009","","40～44歳","","768","389","378"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01010","","45～49歳","","889","451","438"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01011","","50～54歳","","970","490","480"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01012","","55～59歳","","840","421","420"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01013","","60～64歳","","750","372","378"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01014","","65～69歳","","730","355","374"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01015","","70～74歳","","844","398","445"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01016","","75～79歳","","769","347","421"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01017","","80～84歳","","608","253","354"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01018","","85～89歳","","395","144","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01019","","90～94歳","","208","60","148"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01020","","95～99歳","","63","13","50"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","02000","","（再掲）15歳未満","","1,398","716","682"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01023","","（再掲）15～64歳","","7,369","3,740","3,629"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01024","","（再掲）65歳以上","","3,626","1,573","2,053"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01026","","（再掲）うち75歳以上","","2,053","819","1,233"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000505","","2024年5月","01027","","（再掲）うち85歳以上","","676","219","458"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01000","","総数","","12,389","6,027","6,362"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01001","","0～4歳","","399","204","195"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01002","","5～9歳","","476","244","232"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01003","","10～14歳","","520","266","253"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01004","","15～19歳","","548","281","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01005","","20～24歳","","624","322","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01006","","25～29歳","","650","335","316"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01007","","30～34歳","","636","327","309"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01008","","35～39歳","","693","354","340"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01009","","40～44歳","","766","389","378"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01010","","45～49歳","","886","449","437"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01011","","50～54歳","","971","490","481"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01012","","55～59歳","","842","422","421"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01013","","60～64歳","","751","372","379"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01014","","65～69歳","","730","356","375"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01015","","70～74歳","","838","396","443"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01016","","75～79歳","","772","349","423"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01017","","80～84歳","","610","254","356"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01018","","85～89歳","","395","144","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01019","","90～94歳","","208","60","148"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01020","","95～99歳","","64","13","50"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","02000","","（再掲）15歳未満","","1,395","714","680"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01023","","（再掲）15～64歳","","7,368","3,740","3,628"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01024","","（再掲）65歳以上","","3,626","1,573","2,053"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01026","","（再掲）うち75歳以上","","2,058","821","1,236"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000606","","2024年6月","01027","","（再掲）うち85歳以上","","676","218","457"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01000","","総数","","12,396","6,030","6,366"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01001","","0～4歳","","398","204","194"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01002","","5～9歳","","476","244","232"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01003","","10～14歳","","520","267","254"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01004","","15～19歳","","549","281","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01005","","20～24歳","","626","323","303"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01006","","25～29歳","","652","336","316"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01007","","30～34歳","","638","328","310"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01008","","35～39歳","","693","354","339"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01009","","40～44歳","","766","388","378"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01010","","45～49歳","","884","448","436"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01011","","50～54歳","","973","491","482"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01012","","55～59歳","","844","423","422"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01013","","60～64歳","","752","373","379"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01014","","65～69歳","","730","355","374"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01015","","70～74歳","","834","394","440"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01016","","75～79歳","","775","351","425"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01017","","80～84歳","","611","255","357"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01018","","85～89歳","","394","144","250"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01019","","90～94歳","","208","60","148"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01020","","95～99歳","","64","13","50"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","02000","","（再掲）15歳未満","","1,395","714","680"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01023","","（再掲）15～64歳","","7,376","3,744","3,633"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01024","","（再掲）65歳以上","","3,626","1,573","2,053"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01026","","（再掲）うち75歳以上","","2,062","823","1,239"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000707","","2024年7月","01027","","（再掲）うち85歳以上","","675","218","457"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01000","","総数","","12,385","6,025","6,359"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01001","","0～4歳","","397","203","193"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01002","","5～9歳","","474","243","231"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01003","","10～14歳","","519","266","253"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01004","","15～19歳","","548","281","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01005","","20～24歳","","624","322","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01006","","25～29歳","","650","335","316"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01007","","30～34歳","","637","328","310"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01008","","35～39歳","","690","352","338"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01009","","40～44歳","","764","388","377"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01010","","45～49歳","","881","446","434"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01011","","50～54歳","","975","492","483"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01012","","55～59歳","","846","424","423"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01013","","60～64歳","","754","374","380"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01014","","65～69歳","","729","355","374"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01015","","70～74歳","","829","392","438"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01016","","75～79歳","","780","353","427"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01017","","80～84歳","","612","255","357"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01018","","85～89歳","","394","144","250"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01019","","90～94歳","","209","60","149"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01020","","95～99歳","","64","13","51"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","02000","","（再掲）15歳未満","","1,390","712","678"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01023","","（再掲）15～64歳","","7,369","3,741","3,628"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01024","","（再掲）65歳以上","","3,626","1,573","2,053"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01026","","（再掲）うち75歳以上","","2,068","826","1,242"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000808","","2024年8月","01027","","（再掲）うち85歳以上","","675","218","457"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01000","","総数","","12,378","6,022","6,355"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01001","","0～4歳","","395","202","193"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01002","","5～9歳","","472","242","230"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01003","","10～14歳","","518","266","253"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01004","","15～19歳","","547","281","266"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01005","","20～24歳","","621","321","301"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01006","","25～29歳","","650","335","316"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01007","","30～34歳","","638","328","310"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01008","","35～39歳","","688","352","337"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01009","","40～44歳","","764","387","376"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01010","","45～49歳","","877","445","433"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01011","","50～54歳","","977","493","484"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01012","","55～59歳","","848","424","423"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01013","","60～64歳","","755","374","381"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01014","","65～69歳","","728","354","373"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01015","","70～74歳","","825","389","435"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01016","","75～79歳","","784","355","430"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01017","","80～84歳","","613","255","358"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01018","","85～89歳","","394","144","250"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01019","","90～94歳","","209","60","149"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01020","","95～99歳","","64","13","50"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","02000","","（再掲）15歳未満","","1,386","710","676"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01023","","（再掲）15～64歳","","7,366","3,740","3,626"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01024","","（再掲）65歳以上","","3,625","1,572","2,053"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01026","","（再掲）うち75歳以上","","2,073","828","1,245"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024000909","","2024年9月","01027","","（再掲）うち85歳以上","","675","218","457"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001010","","2024年10月","01000","","総数","","12,379","6,024","6,356"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001010","","2024年10月","01001","","0～4歳","","394","202","192"
