"統計名：","人口推計 各月1日現在人口 概算値"
"表番号：","001"
"表題：","[概算値] 年齢（５歳階級），男女，月別人口－総人口（各月１日現在）-令和２年国勢調査基準-"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","該当数値がないもの"
"-","該当数値がないもの　"

"","","","","","","","","","","","","","","","","","","/男女別 コード","000","001","002"
"","","","","","","","","","","","","","","","","","","/男女別 補助コード","-","-","-"
"表章項目 コード","表章項目 補助コード","表章項目","人口 コード","人口 補助コード","人口","概算値 コード","概算値 補助コード","概算値","全国 コード","全国 補助コード","全国","時間軸（年月日現在） コード","時間軸（年月日現在） 補助コード","時間軸（年月日現在）","年齢5歳階級 コード","年齢5歳階級 補助コード","年齢5歳階級","/男女別","男女計","男","女"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01003","","10～14歳","","531","272","259"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01004","","15～19歳","","550","282","268"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01005","","20～24歳","","620","318","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01006","","25～29歳","","637","327","310"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01007","","30～34歳","","643","329","314"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01008","","35～39歳","","720","366","354"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01009","","40～44歳","","794","403","392"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01010","","45～49歳","","946","479","467"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01011","","50～54歳","","943","476","468"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01012","","55～59歳","","807","404","404"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01013","","60～64歳","","745","368","376"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01014","","65～69歳","","753","366","387"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01015","","70～74歳","","933","440","493"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01016","","75～79歳","","704","316","388"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01017","","80～84歳","","575","239","335"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01018","","85～89歳","","396","143","253"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01019","","90～94歳","","200","56","143"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01020","","95～99歳","","57","11","45"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","02000","","（再掲）15歳未満","","1,451","743","708"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01023","","（再掲）15～64歳","","7,406","3,751","3,655"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01024","","（再掲）65歳以上","","3,627","1,574","2,053"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01026","","（再掲）うち75歳以上","","1,940","767","1,173"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001010","","2022年10月","01027","","（再掲）うち85歳以上","","661","212","449"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01000","","総数","","12,485","6,069","6,415"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01001","","0～4歳","","424","217","207"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01002","","5～9歳","","494","253","241"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01003","","10～14歳","","530","272","259"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01004","","15～19歳","","551","283","268"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01005","","20～24歳","","623","319","303"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01006","","25～29歳","","639","328","311"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01007","","30～34歳","","643","329","314"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01008","","35～39歳","","719","366","354"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01009","","40～44歳","","793","402","391"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01010","","45～49歳","","944","478","466"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01011","","50～54歳","","946","477","469"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01012","","55～59歳","","809","405","405"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01013","","60～64歳","","746","369","377"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01014","","65～69歳","","750","365","385"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01015","","70～74歳","","928","438","490"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01016","","75～79歳","","708","318","390"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01017","","80～84歳","","575","239","335"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01018","","85～89歳","","397","144","253"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01019","","90～94歳","","201","57","144"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01020","","95～99歳","","57","11","46"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","02000","","（再掲）15歳未満","","1,448","742","707"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01023","","（再掲）15～64歳","","7,412","3,755","3,657"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01024","","（再掲）65歳以上","","3,625","1,573","2,052"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01026","","（再掲）うち75歳以上","","1,946","770","1,176"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001111","","2022年11月","01027","","（再掲）うち85歳以上","","663","213","450"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01000","","総数","","12,484","6,069","6,415"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01001","","0～4歳","","423","217","207"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01002","","5～9歳","","494","253","241"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01003","","10～14歳","","530","272","259"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01004","","15～19歳","","552","283","269"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01005","","20～24歳","","624","320","304"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01006","","25～29歳","","640","328","311"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01007","","30～34歳","","642","329","314"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01008","","35～39歳","","719","365","353"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01009","","40～44歳","","792","401","390"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01010","","45～49歳","","942","477","465"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01011","","50～54歳","","947","478","470"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01012","","55～59歳","","811","405","406"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01013","","60～64歳","","746","369","377"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01014","","65～69歳","","748","364","384"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01015","","70～74歳","","924","436","488"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01016","","75～79歳","","711","319","392"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01017","","80～84歳","","574","239","335"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01018","","85～89歳","","397","144","253"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01019","","90～94歳","","202","57","144"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01020","","95～99歳","","57","12","46"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","02000","","（再掲）15歳未満","","1,447","741","706"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01023","","（再掲）15～64歳","","7,414","3,755","3,658"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01024","","（再掲）65歳以上","","3,623","1,572","2,051"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01026","","（再掲）うち75歳以上","","1,951","772","1,179"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022001212","","2022年12月","01027","","（再掲）うち85歳以上","","665","214","451"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01000","","総数","","12,477","6,066","6,412"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01001","","0～4歳","","422","216","206"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01002","","5～9歳","","493","252","240"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01003","","10～14歳","","530","272","258"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01004","","15～19歳","","552","283","269"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01005","","20～24歳","","624","320","304"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01006","","25～29歳","","639","328","311"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01007","","30～34歳","","641","328","313"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01008","","35～39歳","","717","365","352"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01009","","40～44歳","","790","400","390"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01010","","45～49歳","","939","475","463"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01011","","50～54歳","","950","479","471"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01012","","55～59歳","","813","406","407"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01013","","60～64歳","","747","370","377"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01014","","65～69歳","","747","363","383"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01015","","70～74歳","","922","435","487"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01016","","75～79歳","","714","320","393"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01017","","80～84歳","","574","239","335"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01018","","85～89歳","","398","144","254"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01019","","90～94歳","","201","57","144"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01020","","95～99歳","","57","11","46"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","02000","","（再掲）15歳未満","","1,445","740","705"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01023","","（再掲）15～64歳","","7,411","3,755","3,657"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01024","","（再掲）65歳以上","","3,621","1,571","2,050"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01026","","（再掲）うち75歳以上","","1,953","773","1,179"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000101","","2023年1月","01027","","（再掲）うち85歳以上","","665","214","451"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01000","","総数","","12,463","6,059","6,404"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01001","","0～4歳","","420","215","205"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01002","","5～9歳","","491","252","240"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01003","","10～14歳","","529","271","258"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01004","","15～19歳","","551","283","268"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01005","","20～24歳","","621","319","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01006","","25～29歳","","639","328","311"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01007","","30～34歳","","640","328","313"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01008","","35～39歳","","715","364","351"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01009","","40～44歳","","788","400","389"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01010","","45～49歳","","935","473","461"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01011","","50～54歳","","951","479","471"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01012","","55～59歳","","813","406","406"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01013","","60～64歳","","746","369","377"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01014","","65～69歳","","744","362","382"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01015","","70～74歳","","915","431","483"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01016","","75～79歳","","720","323","397"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01017","","80～84歳","","575","239","335"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01018","","85～89歳","","399","145","254"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01019","","90～94歳","","203","58","146"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01020","","95～99歳","","58","12","46"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","02000","","（再掲）15歳未満","","1,440","738","702"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01023","","（再掲）15～64歳","","7,400","3,749","3,650"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01024","","（再掲）65歳以上","","3,623","1,572","2,051"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01026","","（再掲）うち75歳以上","","1,964","778","1,186"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000202","","2023年2月","01027","","（再掲）うち85歳以上","","669","215","454"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01000","","総数","","12,449","6,052","6,397"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01001","","0～4歳","","418","214","204"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01002","","5～9歳","","490","251","239"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01003","","10～14歳","","528","270","257"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01004","","15～19歳","","550","282","268"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01005","","20～24歳","","620","318","301"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01006","","25～29歳","","639","328","311"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01007","","30～34歳","","640","327","312"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01008","","35～39歳","","713","363","350"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01009","","40～44歳","","786","399","388"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01010","","45～49歳","","931","472","460"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01011","","50～54歳","","952","480","472"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01012","","55～59歳","","813","406","407"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01013","","60～64歳","","747","370","377"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01014","","65～69歳","","742","361","381"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01015","","70～74歳","","909","429","480"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01016","","75～79歳","","725","326","399"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01017","","80～84歳","","575","240","336"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01018","","85～89歳","","399","145","254"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01019","","90～94歳","","204","58","146"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01020","","95～99歳","","58","12","46"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","02000","","（再掲）15歳未満","","1,437","736","701"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01023","","（再掲）15～64歳","","7,391","3,745","3,646"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01024","","（再掲）65歳以上","","3,621","1,571","2,050"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01026","","（再掲）うち75歳以上","","1,970","781","1,189"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000303","","2023年3月","01027","","（再掲）うち85歳以上","","670","216","455"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01000","","総数","","12,447","6,051","6,395"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01001","","0～4歳","","418","214","204"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01002","","5～9歳","","490","251","239"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01003","","10～14歳","","528","270","257"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01004","","15～19歳","","550","282","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01005","","20～24歳","","621","319","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01006","","25～29歳","","641","329","312"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01007","","30～34歳","","640","328","312"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01008","","35～39歳","","712","362","350"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01009","","40～44歳","","786","398","387"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01010","","45～49歳","","928","470","458"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01011","","50～54歳","","954","481","473"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01012","","55～59歳","","814","407","407"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01013","","60～64歳","","747","370","377"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01014","","65～69歳","","740","360","380"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01015","","70～74歳","","904","426","477"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01016","","75～79歳","","728","327","401"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01017","","80～84歳","","576","240","336"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01018","","85～89歳","","399","145","254"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01019","","90～94歳","","204","58","146"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01020","","95～99歳","","59","12","47"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","02000","","（再掲）15歳未満","","1,435","735","700"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01023","","（再掲）15～64歳","","7,393","3,747","3,646"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01024","","（再掲）65歳以上","","3,619","1,570","2,049"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01026","","（再掲）うち75歳以上","","1,976","784","1,192"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000404","","2023年4月","01027","","（再掲）うち85歳以上","","671","216","455"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01000","","総数","","12,450","6,054","6,396"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01001","","0～4歳","","417","213","203"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01002","","5～9歳","","489","250","238"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01003","","10～14歳","","527","270","257"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01004","","15～19歳","","551","283","268"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01005","","20～24歳","","625","321","303"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01006","","25～29歳","","643","330","313"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01007","","30～34歳","","640","328","312"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01008","","35～39歳","","711","362","349"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01009","","40～44歳","","784","398","387"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01010","","45～49歳","","925","469","456"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01011","","50～54歳","","955","482","473"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01012","","55～59歳","","816","408","408"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01013","","60～64歳","","748","370","378"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01014","","65～69歳","","739","359","379"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01015","","70～74歳","","900","425","475"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01016","","75～79歳","","732","329","403"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01017","","80～84歳","","578","241","337"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01018","","85～89歳","","400","145","254"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01019","","90～94歳","","204","58","146"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01020","","95～99歳","","59","12","47"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","02000","","（再掲）15歳未満","","1,432","734","699"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01023","","（再掲）15～64歳","","7,397","3,750","3,647"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01024","","（再掲）65歳以上","","3,621","1,571","2,050"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01026","","（再掲）うち75歳以上","","1,982","787","1,195"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2023000505","","2023年5月","01027","","（再掲）うち85歳以上","","672","216","456"
